date,close
2020-01-02,326.59
2020-01-03,327.12
2020-01-06,326.43
2020-01-07,326.88
2020-01-08,325.21
2020-01-09,326.06
2020-01-10,324.4
2020-01-13,325.16
2020-01-14,324.92
2020-01-15,323.7
2020-01-16,323.23
2020-01-17,324.23
2020-01-20,326.61
2020-01-21,325.54
2020-01-22,325.1
2020-01-23,321.16
2020-02-03,311.13
2020-02-04,316.59
2020-02-05,317.7
2020-02-06,319.42
2020-02-07,318.98
2020-02-10,319.29
2020-02-11,321.36
2020-02-12,324.36
2020-02-13,323.08
2020-02-14,322.72
2020-02-17,325.21
2020-02-18,326.27
2020-02-19,325.91
2020-02-20,327.86
2020-02-21,329.01
2020-02-24,329.74
2020-02-25,329.01
2020-02-26,328.28
2020-02-27,327.92
2020-02-28,323.77
2020-03-02,325.66
2020-03-03,326.61
2020-03-04,326.51
2020-03-05,330.61
2020-03-06,330.37
2020-03-09,325.04
2020-03-10,327.74
2020-03-11,327.14
2020-03-12,324.91
2020-03-13,322.83
2020-03-16,319.14
2020-03-17,318.26
2020-03-18,317.23
2020-03-19,315.27
2020-03-20,319.18
2020-03-23,315.21
2020-03-24,316.45
2020-03-25,320.14
2020-03-26,318.85
2020-03-27,318.36
2020-03-30,316.99
2020-03-31,316.12
2020-04-01,316.17
2020-04-02,317.08
2020-04-03,316.01
2020-04-07,318.69
2020-04-08,318.8
2020-04-09,319.48
2020-04-10,317.83
2020-04-13,315.29
2020-04-14,315.86
2020-04-15,315.47
2020-04-16,316.14
2020-04-17,316.99
2020-04-20,317.51
2020-04-21,316.75
2020-04-22,317.35
2020-04-23,317.38
2020-04-24,316.31
2020-04-27,317.0
2020-04-28,317.05
2020-04-29,317.73
2020-04-30,319.55
2020-05-06,319.76
2020-05-07,318.95
2020-05-08,319.34
2020-05-11,318.86
2020-05-12,317.87
2020-05-13,317.36
2020-05-14,315.22
2020-05-15,314.75
2020-05-18,312.6
2020-05-19,312.07
2020-05-20,309.8
2020-05-21,309.27
2020-05-22,308.18
2020-05-25,305.6
2020-05-26,306.59
2020-05-27,306.92
2020-05-28,307.49
2020-05-29,308.65
2020-06-01,311.92
2020-06-02,312.87
2020-06-03,311.93
2020-06-04,310.69
2020-06-05,310.35
2020-06-08,310.3
2020-06-09,310.19
2020-06-10,309.46
2020-06-11,308.62
2020-06-12,308.81
2020-06-15,308.88
2020-06-16,310.06
2020-06-17,309.84
2020-06-18,309.53
2020-06-19,309.56
2020-06-22,308.76
2020-06-23,306.84
2020-06-24,307.7
2020-06-29,306.22
2020-06-30,307.17
2020-07-01,311.04
2020-07-02,316.24
2020-07-03,320.29
2020-07-06,330.9
2020-07-07,330.42
2020-07-08,332.47
2020-07-09,335.31
2020-07-10,329.5
2020-07-13,331.22
2020-07-14,328.4
2020-07-15,324.84
2020-07-16,318.42
2020-07-17,318.68
2020-07-20,324.67
2020-07-21,324.46
2020-07-22,325.48
2020-07-23,324.6
2020-07-24,320.19
2020-07-27,319.46
2020-07-28,320.88
2020-07-29,323.6
2020-07-30,324.15
2020-07-31,325.57
2020-08-03,328.85
2020-08-04,329.58
2020-08-05,330.34
2020-08-06,330.98
2020-08-07,328.77
2020-08-10,329.31
2020-08-11,327.95
2020-08-12,326.28
2020-08-13,327.39
2020-08-14,329.21
2020-08-17,332.2
2020-08-18,333.41
2020-08-19,331.9
2020-08-20,328.87
2020-08-21,329.17
2020-08-24,329.17
2020-08-25,328.3
2020-08-26,325.39
2020-08-27,325.54
2020-08-28,327.41
2020-08-31,328.21
2020-09-01,328.69
2020-09-02,329.19
2020-09-03,328.8
2020-09-04,328.07
2020-09-07,325.24
2020-09-08,325.39
2020-09-09,323.07
2020-09-10,321.93
2020-09-11,322.65
2020-09-14,323.06
2020-09-15,322.97
2020-09-16,322.46
2020-09-17,322.05
2020-09-18,323.54
2020-09-21,322.6
2020-09-22,320.99
2020-09-23,321.0
2020-09-24,317.86
2020-09-25,316.72
2020-09-28,316.2
2020-09-29,318.79
2020-09-30,320.03
2020-10-09,322.58
2020-10-12,326.16
2020-10-13,327.38
2020-10-14,327.69
2020-10-15,327.92
2020-10-16,328.33
2020-10-19,326.66
2020-10-20,327.41
2020-10-21,327.89
2020-10-22,328.46
2020-10-23,326.74
2020-10-26,325.36
2020-10-27,326.3
2020-10-28,326.38
2020-10-29,327.1
2020-10-30,324.93
2020-11-02,324.38
2020-11-03,325.65
2020-11-04,325.79
2020-11-05,327.98
2020-11-06,326.91
2020-11-09,328.94
2020-11-10,328.63
2020-11-11,328.77
2020-11-12,328.21
2020-11-13,325.61
2020-11-16,326.58
2020-11-17,324.94
2020-11-18,325.47
2020-11-19,325.55
2020-11-20,325.98
2020-11-23,328.85
2020-11-24,329.3
2020-11-25,328.26
2020-11-26,327.92
2020-11-27,328.99
2020-11-30,328.9
2020-12-01,331.61
2020-12-02,331.68
2020-12-03,330.04
2020-12-04,329.33
2020-12-07,328.44
2020-12-08,327.48
2020-12-09,326.49
2020-12-10,325.46
2020-12-11,323.83
2020-12-14,324.06
2020-12-15,322.71
2020-12-16,322.38
2020-12-17,323.52
2020-12-18,324.44
2020-12-21,326.4
2020-12-22,324.15
2020-12-23,325.13
2020-12-24,323.5
2020-12-25,325.27
2020-12-28,324.91
2020-12-29,323.62
2020-12-30,325.04
2020-12-31,328.79
2021-01-04,330.88
2021-01-05,332.09
2021-01-06,332.82
2021-01-07,333.03
2021-01-08,333.34
2021-01-11,331.22
2021-01-12,332.97
2021-01-13,331.91
2021-01-14,331.05
2021-01-15,331.96
2021-01-18,332.98
2021-01-19,332.11
2021-01-20,332.61
2021-01-21,334.33
2021-01-22,333.81
2021-01-25,333.15
2021-01-26,331.26
2021-01-27,331.86
