date,close
2019-09-24,1.0
2019-09-27,1.0004
2019-09-30,1.0012
2019-10-11,1.0057
2019-10-18,1.0086
2019-10-25,1.0155
2019-11-01,1.0002
2019-11-08,0.9981
2019-11-15,0.9844
2019-11-22,0.9832
2019-11-28,0.9832
2019-11-29,0.9837
2019-12-04,0.9826
2019-12-05,0.9796
2019-12-06,0.9851
2019-12-09,0.9868
2019-12-10,0.9868
2019-12-11,0.9906
2019-12-12,0.9878
2019-12-13,0.9779
2019-12-16,0.9802
2019-12-17,0.9818
2019-12-18,0.984
2019-12-19,0.9808
2019-12-20,0.9769
2019-12-23,0.9788
2019-12-24,0.9827
2019-12-25,0.9777
2019-12-26,0.9745
2019-12-27,0.9756
2019-12-30,0.9821
2019-12-31,0.9886
2020-01-02,0.989
2020-01-03,0.989
2020-01-06,0.9784
2020-01-07,0.9781
2020-01-08,0.9731
2020-01-09,0.9689
2020-01-10,0.9598
2020-01-13,0.9507
2020-01-14,0.9482
2020-01-15,0.9546
2020-01-16,0.9565
2020-01-17,0.9544
2020-01-20,0.9566
2020-01-21,0.9613
2020-01-22,0.9556
2020-01-23,0.9489
2020-02-03,0.9171
2020-02-04,0.9378
2020-02-05,0.941
2020-02-06,0.9382
2020-02-07,0.9407
2020-02-10,0.9469
2020-02-11,0.9469
2020-02-12,0.9459
2020-02-13,0.953
2020-02-14,0.9534
2020-02-17,0.956
2020-02-18,0.9496
2020-02-19,0.9486
2020-02-20,0.9515
2020-02-21,0.9526
2020-02-24,0.9397
2020-02-25,0.9358
2020-02-26,0.94
2020-02-27,0.9478
2020-02-28,0.9431
2020-03-02,0.9592
2020-03-03,0.9693
2020-03-04,0.968
2020-03-05,0.9673
2020-03-06,0.9618
2020-03-09,0.9487
2020-03-10,0.9546
2020-03-11,0.9539
2020-03-12,0.9456
2020-03-13,0.9498
2020-03-16,0.9645
2020-03-17,0.9583
2020-03-18,0.9614
2020-03-19,0.9517
2020-03-20,0.974
2020-03-23,1.0078
2020-03-24,1.0133
2020-03-25,1.0273
2020-03-26,1.0134
2020-03-27,1.0173
2020-03-30,1.0344
2020-03-31,1.0205
2020-04-01,1.0028
2020-04-02,0.9879
2020-04-03,0.9782
