date,close
2022-04-08,1.0003
2022-04-15,1.001
2022-04-18,1.0009
2022-04-22,0.9995
2022-04-25,0.9589
2022-04-26,0.9604
2022-04-27,0.9713
2022-04-28,1.0007
2022-04-29,1.0159
2022-05-05,0.997
2022-05-06,0.978
2022-05-09,0.9874
2022-05-10,0.9787
2022-05-11,0.9829
2022-05-12,0.9682
2022-05-13,0.9968
2022-05-16,1.0035
2022-05-17,1.0152
2022-05-18,1.0157
2022-05-19,1.0112
2022-05-20,1.03
2022-05-23,1.0185
2022-05-24,1.013
2022-05-25,1.0267
2022-05-26,1.035
2022-05-27,1.0507
2022-05-30,1.0403
2022-05-31,1.0496
2022-06-01,1.0547
2022-06-02,1.0541
2022-06-06,1.0458
2022-06-07,1.042
2022-06-08,1.0613
2022-06-09,1.0635
2022-06-10,1.0536
2022-06-13,1.043
2022-06-14,1.0526
2022-06-15,1.0417
2022-06-16,1.0062
2022-06-17,0.9982
2022-06-20,0.9944
2022-06-21,1.0028
2022-06-22,0.9907
2022-06-23,1.0014
2022-06-24,0.9967
2022-06-27,1.0132
2022-06-28,1.0327
2022-06-29,1.023
2022-06-30,1.0246
2022-07-01,1.021
2022-07-04,1.0099
2022-07-05,1.0133
2022-07-06,0.9966
2022-07-07,0.9988
2022-07-08,1.0084
2022-07-11,0.9903
2022-07-12,0.9914
2022-07-13,0.9763
2022-07-14,0.9689
2022-07-15,0.9607
2022-07-18,0.9874
2022-07-19,0.9874
2022-07-20,0.9909
2022-07-21,0.9751
2022-07-22,0.9672
2022-07-25,0.9669
2022-07-26,0.9843
2022-07-27,0.98
2022-07-28,0.9802
2022-07-29,0.9662
2022-08-01,0.9597
2022-08-02,0.9402
2022-08-03,0.9432
2022-08-04,0.9455
2022-08-05,0.9453
2022-08-08,0.9549
2022-08-09,0.9559
2022-08-10,0.9439
2022-08-11,0.9564
2022-08-12,0.972
2022-08-15,0.9586
2022-08-16,0.9701
2022-08-17,0.9833
2022-08-18,0.9703
2022-08-19,0.9853
2022-08-22,0.9952
2022-08-23,1.001
2022-08-24,0.99
2022-08-25,1.0114
2022-08-26,1.0139
2022-08-29,1.0132
2022-08-30,1.0116
2022-08-31,1.0017
2022-09-01,0.9987
2022-09-02,0.9835
2022-09-05,0.9972
2022-09-06,1.0054
2022-09-07,0.9992
2022-09-08,0.9836
2022-09-09,1.0043
2022-09-13,1.0055
2022-09-14,0.9987
2022-09-15,1.0046
2022-09-16,0.9923
2022-09-19,0.9762
2022-09-20,0.9786
2022-09-21,0.968
2022-09-22,0.9663
2022-09-23,0.9522
2022-09-26,0.9316
2022-09-27,0.9346
2022-09-28,0.9011
2022-09-29,0.8843
2022-09-30,0.8956
2022-10-10,0.8897
2022-10-11,0.8823
2022-10-12,0.8753
2022-10-13,0.8659
2022-10-14,0.8741
2022-10-17,0.875
2022-10-18,0.8833
2022-10-19,0.875
2022-10-20,0.8714
2022-10-21,0.8774
2022-10-24,0.841
2022-10-25,0.8492
2022-10-26,0.8505
2022-10-27,0.8493
2022-10-28,0.8312
2022-10-31,0.797
