date,close
2015-01-05,3857.542
2015-01-06,3884.415
2015-01-07,3881.124
2015-01-08,3809.786
2015-01-09,3796.302
2015-01-12,3762.283
2015-01-13,3780.482
2015-01-14,3760.042
2015-01-15,3851.014
2015-01-16,3896.409
2015-01-19,3628.979
2015-01-20,3706.5
2015-01-21,3850.835
2015-01-22,3877.434
2015-01-23,3866.578
2015-01-26,3913.784
2015-01-27,3892.563
2015-01-28,3843.097
2015-01-29,3800.538
2015-01-30,3745.072
2015-02-02,3674.963
2015-02-03,3763.713
2015-02-04,3730.802
2015-02-05,3695.04
2015-02-06,3630.357
2015-02-09,3645.997
2015-02-10,3712.35
2015-02-11,3749.67
2015-02-12,3765.015
2015-02-13,3800.15
2015-02-16,3849.935
2015-02-17,3875.459
2015-02-25,3837.524
2015-02-26,3911.917
2015-02-27,3930.595
2015-03-02,3972.968
2015-03-03,3891.646
2015-03-04,3926.741
2015-03-05,3892.902
2015-03-06,3862.929
2015-03-09,3934.565
2015-03-10,3935.698
2015-03-11,3936.947
2015-03-12,3990.957
2015-03-13,4028.884
2015-03-16,4136.914
2015-03-17,4190.214
2015-03-18,4284.199
2015-03-19,4287.598
2015-03-20,4333.249
2015-03-23,4429.865
2015-03-24,4448.172
2015-03-25,4431.929
2015-03-26,4426.274
2015-03-27,4451.623
2015-03-30,4556.905
2015-03-31,4528.096
2015-04-01,4617.728
2015-04-02,4643.233
2015-04-03,4694.836
2015-04-07,4795.353
2015-04-08,4796.433
2015-04-09,4749.477
2015-04-10,4854.273
2015-04-13,4951.728
2015-04-14,4968.541
2015-04-15,4878.032
2015-04-16,5017.911
2015-04-17,5107.299
2015-04-20,5044.921
2015-04-21,5162.87
2015-04-22,5288.8
2015-04-23,5304.673
2015-04-24,5289.279
2015-04-27,5403.483
2015-04-28,5309.744
2015-04-29,5368.614
2015-04-30,5359.655
2015-05-04,5405.219
2015-05-05,5193.189
2015-05-06,5144.712
2015-05-07,5029.322
2015-05-08,5162.719
2015-05-11,5335.14
2015-05-12,5419.19
2015-05-13,5399.648
2015-05-14,5375.808
2015-05-15,5302.745
2015-05-18,5304.982
2015-05-19,5458.261
2015-05-20,5512.794
2015-05-21,5640.4
2015-05-22,5750.79
2015-05-25,5910.568
2015-05-26,6053.898
2015-05-27,6046.55
2015-05-28,5658.399
2015-05-29,5687.784
2015-06-01,5966.583
2015-06-02,6105.351
2015-06-03,6099.097
2015-06-04,6117.065
2015-06-05,6176.086
2015-06-08,6248.435
2015-06-09,6220.504
2015-06-10,6247.668
2015-06-11,6270.616
2015-06-12,6321.031
2015-06-15,6189.51
2015-06-16,5977.295
2015-06-17,6082.194
2015-06-18,5839.509
2015-06-19,5482.036
2015-06-23,5624.918
2015-06-24,5733.822
2015-06-25,5520.307
2015-06-26,5084.984
2015-06-29,4876.387
2015-06-30,5182.961
2015-07-01,4930.142
2015-07-02,4724.709
2015-07-03,4465.117
2015-07-06,4527.614
2015-07-07,4413.275
2015-07-08,4158.705
2015-07-09,4397.542
2015-07-10,4617.888
2015-07-13,4768.933
2015-07-14,4716.667
2015-07-15,4542.427
2015-07-16,4591.753
2015-07-17,4787.137
2015-07-20,4823.754
2015-07-21,4840.845
2015-07-22,4851.687
2015-07-23,4963.692
2015-07-24,4884.103
2015-07-27,4484.075
2015-07-28,4431.049
2015-07-29,4592.536
2015-07-30,4462.827
2015-07-31,4442.836
2015-08-03,4409.368
2015-08-04,4578.094
2015-08-05,4497.815
2015-08-06,4464.461
2015-08-07,4568.436
2015-08-10,4778.069
2015-08-11,4769.553
2015-08-12,4706.387
2015-08-13,4785.409
2015-08-14,4786.986
2015-08-17,4811.181
2015-08-18,4501.386
2015-08-19,4580.888
2015-08-20,4441.522
2015-08-21,4234.673
2015-08-24,3877.2
2015-08-25,3603.349
2015-08-26,3550.642
2015-08-27,3734.883
2015-08-28,3907.501
2015-08-31,3888.664
2015-09-01,3822.044
2015-09-02,3808.262
2015-09-07,3718.949
2015-09-08,3827.107
2015-09-09,3910.722
2015-09-10,3863.792
2015-09-11,3866.422
2015-09-14,3757.518
2015-09-15,3601.655
2015-09-16,3789.593
2015-09-17,3716.906
2015-09-18,3744.535
2015-09-21,3826.921
2015-09-22,3852.705
2015-09-23,3780.674
2015-09-24,3811.221
2015-09-25,3736.887
2015-09-28,3767.787
2015-09-29,3696.114
2015-09-30,3719.394
2015-10-08,3834.169
2015-10-09,3884.109
2015-10-12,4010.968
2015-10-13,4021.715
2015-10-14,3976.79
2015-10-15,4075.889
2015-10-16,4128.462
2015-10-19,4120.391
2015-10-20,4176.748
2015-10-21,4030.376
2015-10-22,4107.299
2015-10-23,4169.247
2015-10-26,4188.412
2015-10-27,4204.228
2015-10-28,4121.573
2015-10-29,4137.679
2015-10-30,4132.916
2015-11-02,4062.585
2015-11-03,4049.306
2015-11-04,4235.352
2015-11-05,4294.273
2015-11-06,4386.369
2015-11-09,4447.407
2015-11-10,4439.344
2015-11-11,4450.189
2015-11-12,4412.125
2015-11-13,4343.332
2015-11-16,4382.914
2015-11-17,4361.762
2015-11-18,4310.751
2015-11-19,4389.22
2015-11-20,4406.454
2015-11-23,4379.397
2015-11-24,4384.478
2015-11-25,4429.313
2015-11-26,4401.666
2015-11-27,4163.29
2015-11-30,4170.379
2015-12-01,4191.32
2015-12-02,4287.673
2015-12-03,4336.083
2015-12-04,4266.755
2015-12-07,4292.087
2015-12-08,4210.237
2015-12-09,4213.539
2015-12-10,4205.341
2015-12-11,4183.579
2015-12-14,4275.659
2015-12-15,4274.347
2015-12-16,4270.808
