date,close
2019-06-12,1.0
2019-06-14,1.0003
2019-06-18,0.9999
2019-06-21,1.0028
2019-06-24,1.003
2019-06-25,1.0022
2019-06-26,1.0026
2019-06-27,1.0046
2019-06-28,1.003
2019-06-30,1.003
2019-07-01,1.0151
2019-07-02,1.0114
2019-07-03,1.0121
2019-07-04,1.0185
2019-07-05,1.0191
2019-07-08,1.0064
2019-07-09,1.0017
2019-07-10,1.0008
2019-07-11,1.0081
2019-07-12,1.0083
2019-07-15,1.0141
2019-07-16,1.0088
2019-07-17,1.0036
2019-07-18,0.9846
2019-07-19,1.0066
2019-07-22,1.0034
2019-07-23,1.0126
2019-07-24,1.0138
2019-07-25,1.0163
2019-07-26,1.0064
2019-07-29,1.0052
2019-07-30,1.0085
2019-07-31,1.0029
2019-08-01,1.0026
2019-08-02,0.9943
2019-08-05,0.9878
2019-08-06,0.996
2019-08-07,0.9911
2019-08-08,1.0001
2019-08-09,1.0057
2019-08-13,1.0015
2019-08-14,1.0007
2019-08-15,0.9916
2019-08-16,0.9894
2019-08-19,0.9944
2019-08-20,0.9985
2019-08-21,0.9986
2019-08-22,0.9965
2019-08-23,1.0047
2019-08-26,0.9955
2019-08-27,1.0004
2019-08-28,1.006
2019-08-29,1.0042
2019-08-30,1.0113
2019-09-02,1.0099
2019-09-03,1.0113
2019-09-04,1.0152
2019-09-05,1.0285
2019-09-06,1.0282
2019-09-09,1.0335
2019-09-10,1.034
2019-09-11,1.0396
2019-09-12,1.0471
2019-09-17,1.0514
2019-09-18,1.0499
2019-09-19,1.0536
2019-09-20,1.0573
2019-09-24,1.0656
2019-09-25,1.0632
2019-09-26,1.063
2019-09-27,1.0603
2019-09-30,1.0509
2019-10-08,1.0514
2019-10-09,1.0473
2019-10-10,1.0497
2019-10-11,1.0534
2019-10-15,1.0655
2019-10-16,1.0752
2019-10-17,1.0766
2019-10-18,1.0787
2019-10-21,1.0826
2019-10-23,1.088
2019-10-24,1.0912
2019-10-25,1.0928
2019-10-28,1.0953
2019-10-29,1.0963
2019-10-30,1.0905
2019-10-31,1.0945
2019-11-01,1.0956
2019-11-05,1.1099
2019-11-06,1.1018
2019-11-07,1.1037
2019-11-08,1.1015
2019-11-11,1.0999
2019-11-12,1.1124
2019-11-13,1.1041
2019-11-14,1.0978
2019-11-15,1.1086
2019-11-18,1.1094
2019-11-19,1.1054
2019-11-20,1.1011
2019-11-21,1.0973
2019-11-22,1.1014
2019-11-25,1.1104
2019-11-26,1.11
2019-11-27,1.1128
2019-11-28,1.1062
2019-11-29,1.1001
2019-12-02,1.1107
2019-12-03,1.1063
2019-12-04,1.0996
2019-12-05,1.1096
2019-12-06,1.112
2019-12-09,1.1158
2019-12-10,1.1162
2019-12-11,1.1109
2019-12-12,1.1142
2019-12-13,1.132
2019-12-16,1.1259
2019-12-17,1.1296
2019-12-18,1.1233
2019-12-19,1.1207
2019-12-20,1.1211
2019-12-23,1.1202
2019-12-24,1.122
2019-12-25,1.1201
2019-12-26,1.1207
2019-12-27,1.1191
2019-12-30,1.1114
2019-12-31,1.1163
2020-01-06,1.1022
2020-01-07,1.1146
2020-01-08,1.0973
2020-01-09,1.1107
