date,close
2019-04-08,5847.63
2019-04-09,5858.046
2019-04-10,5850.761
2019-04-11,5727.175
2019-04-12,5714.368
2019-04-15,5655.983
2019-04-16,5777.011
2019-04-17,5807.729
2019-04-18,5775.171
2019-04-19,5810.18
2019-04-22,5723.042
2019-04-23,5628.062
2019-04-24,5679.726
2019-04-25,5458.419
2019-04-26,5408.031
2019-04-29,5265.601
2019-04-30,5307.56
2019-05-06,4908.798
2019-05-07,4973.404
2019-05-08,4947.742
2019-05-09,4888.413
2019-05-10,5064.323
2019-05-13,5005.904
2019-05-14,4965.612
2019-05-15,5076.555
2019-05-16,5108.359
2019-05-17,4942.579
2019-05-20,4923.559
2019-05-21,5009.873
2019-05-22,4976.393
2019-05-23,4872.92
2019-05-24,4841.757
2019-05-27,4962.947
2019-05-28,4955.486
2019-05-29,4956.864
2019-05-30,4926.403
2019-05-31,4912.001
2019-06-03,4853.815
2019-06-04,4795.413
2019-06-05,4783.825
2019-06-06,4678.784
2019-06-10,4725.264
2019-06-11,4901.472
2019-06-12,4863.492
2019-06-13,4877.651
2019-06-14,4795.527
2019-06-17,4802.819
2019-06-18,4797.147
2019-06-19,4858.916
2019-06-20,4954.734
2019-06-21,5021.305
2019-06-24,5024.205
2019-06-25,4974.988
2019-06-26,4962.594
2019-06-27,5007.483
2019-06-28,4950.48
2019-07-01,5100.262
2019-07-02,5084.41
2019-07-03,5040.723
2019-07-04,5025.021
2019-07-05,5042.66
2019-07-08,4870.781
2019-07-09,4881.624
2019-07-10,4843.865
2019-07-11,4844.547
2019-07-12,4861.568
2019-07-15,4925.324
2019-07-16,4932.046
2019-07-17,4929.085
2019-07-18,4844.109
2019-07-19,4878.69
2019-07-22,4776.575
2019-07-23,4823.918
2019-07-24,4873.027
2019-07-25,4891.643
2019-07-26,4898.11
2019-07-29,4897.018
2019-07-30,4922.918
2019-07-31,4903.203
2019-08-01,4870.469
2019-08-02,4809.92
2019-08-05,4751.985
2019-08-06,4650.563
2019-08-07,4626.364
2019-08-08,4656.101
2019-08-09,4600.353
2019-08-12,4685.045
2019-08-13,4658.388
2019-08-14,4683.84
2019-08-15,4706.55
2019-08-16,4722.663
2019-08-19,4875.036
2019-08-20,4872.606
2019-08-21,4882.721
2019-08-22,4887.914
2019-08-23,4887.902
2019-08-26,4855.458
2019-08-27,4936.124
2019-08-28,4928.194
2019-08-29,4934.184
2019-08-30,4886.494
2019-09-02,5008.296
2019-09-03,5044.181
2019-09-04,5093.266
2019-09-05,5138.405
2019-09-06,5154.638
2019-09-09,5263.459
2019-09-10,5245.305
2019-09-11,5217.291
2019-09-12,5242.612
2019-09-16,5250.34
2019-09-17,5140.45
2019-09-18,5141.038
2019-09-19,5191.669
2019-09-20,5204.485
2019-09-23,5171.484
2019-09-24,5180.742
2019-09-25,5087.009
2019-09-26,4970.24
2019-09-27,5005.63
2019-09-30,4940.903
2019-10-08,4941.761
2019-10-09,4982.954
2019-10-10,5046.359
2019-10-11,5055.517
2019-10-14,5131.131
2019-10-15,5061.003
2019-10-16,5038.356
2019-10-17,5029.854
2019-10-18,4961.807
2019-10-21,4951.035
2019-10-22,5005.553
2019-10-23,4967.195
2019-10-24,4958.247
2019-10-25,4994.568
2019-10-28,5084.468
2019-10-29,5007.713
2019-10-30,4947.895
2019-10-31,4917.417
2019-11-01,4962.35
2019-11-04,4987.836
2019-11-05,5025.303
2019-11-06,4974.734
2019-11-07,5007.067
2019-11-08,4988.294
2019-11-11,4876.159
2019-11-12,4881.614
2019-11-13,4875.543
2019-11-14,4912.108
2019-11-15,4868.437
2019-11-18,4892.461
2019-11-19,4975.113
2019-11-20,4946.276
2019-11-21,4945.719
2019-11-22,4904.083
2019-11-25,4901.502
2019-11-26,4882.162
2019-11-27,4904.257
2019-11-28,4889.26
2019-11-29,4894.942
2019-12-02,4905.421
2019-12-03,4926.455
2019-12-04,4920.668
2019-12-05,4967.602
2019-12-06,5010.51
2019-12-09,5024.604
2019-12-10,5049.051
2019-12-11,5027.278
2019-12-12,5012.001
2019-12-13,5073.686
2019-12-16,5166.039
2019-12-17,5236.062
2019-12-18,5235.125
2019-12-19,5241.738
2019-12-20,5184.675
2019-12-23,5084.351
2019-12-24,5162.07
2019-12-25,5183.099
2019-12-26,5219.14
2019-12-27,5179.193
2019-12-30,5241.938
2019-12-31,5267.662
2020-01-02,5366.138
2020-01-03,5380.637
2020-01-06,5434.85
2020-01-07,5499.84
2020-01-08,5423.797
2020-01-09,5497.543
2020-01-10,5480.228
2020-01-13,5559.627
2020-01-14,5542.332
2020-01-15,5530.027
2020-01-16,5527.668
2020-01-17,5510.045
2020-01-20,5587.536
2020-01-21,5523.942
2020-01-22,5575.513
2020-01-23,5377.741
2020-02-03,4910.901
2020-02-04,4996.474
2020-02-05,5123.962
2020-02-06,5282.892
2020-02-07,5327.037
2020-02-10,5388.435
2020-02-11,5361.277
2020-02-12,5459.946
2020-02-13,5412.842
2020-02-14,5420.803
2020-02-17,5594.437
2020-02-18,5660.814
2020-02-19,5603.263
2020-02-20,5706.713
2020-02-21,5784.032
2020-02-24,5865.467
2020-02-25,5897.722
2020-02-26,5743.393
2020-02-27,5753.728
2020-02-28,5451.29
2020-03-02,5656.419
2020-03-03,5710.024
2020-03-04,5716.511
2020-03-05,5801.12
2020-03-06,5763.86
2020-03-09,5525.817
2020-03-10,5675.111
2020-03-11,5589.531
2020-03-12,5493.884
2020-03-13,5457.201
2020-03-16,5200.114
2020-03-17,5212.062
2020-03-18,5119.472
2020-03-19,5157.824
2020-03-20,5219.281
2020-03-23,4998.91
2020-03-24,5096.041
2020-03-25,5217.424
2020-03-26,5166.109
2020-03-27,5137.337
2020-03-30,5027.486
2020-03-31,5041.453
2020-04-01,5019.219
2020-04-02,5147.202
2020-04-03,5107.039
2020-04-07,5267.073
2020-04-08,5271.796
2020-04-09,5322.461
2020-04-10,5208.51
2020-04-13,5169.176
2020-04-14,5288.593
2020-04-15,5268.75
2020-04-16,5316.971
2020-04-17,5318.455
2020-04-20,5381.786
2020-04-21,5343.881
2020-04-22,5387.623
2020-04-23,5357.79
2020-04-24,5273.547
2020-04-27,5265.725
2020-04-28,5227.846
2020-04-29,5226.812
2020-04-30,5353.86
2020-05-06,5451.316
2020-05-07,5445.752
2020-05-08,5507.697
2020-05-11,5496.192
2020-05-12,5512.464
2020-05-13,5536.28
2020-05-14,5487.107
2020-05-15,5507.934
2020-05-18,5478.822
2020-05-19,5547.876
2020-05-20,5489.702
2020-05-21,5426.175
2020-05-22,5328.227
2020-05-25,5316.604
2020-05-26,5420.213
2020-05-27,5369.499
2020-05-28,5361.167
2020-05-29,5406.34
2020-06-01,5569.48
2020-06-02,5566.444
2020-06-03,5572.313
2020-06-04,5576.754
2020-06-05,5585.423
2020-06-08,5575.304
2020-06-09,5610.377
2020-06-10,5615.242
2020-06-11,5589.102
2020-06-12,5591.487
2020-06-15,5590.644
2020-06-16,5695.301
2020-06-17,5735.418
2020-06-18,5734.403
2020-06-19,5787.148
2020-06-22,5784.027
2020-06-23,5804.343
2020-06-24,5789.089
2020-06-29,5762.438
2020-06-30,5864.416
2020-07-01,5881.888
2020-07-02,5975.279
2020-07-03,6051.51
2020-07-06,6299.855
2020-07-07,6380.028
2020-07-08,6535.415
2020-07-09,6693.745
2020-07-10,6676.437
2020-07-13,6899.518
2020-07-14,6807.727
2020-07-15,6638.838
2020-07-16,6319.998
2020-07-17,6344.591
2020-07-20,6526.833
2020-07-21,6563.324
2020-07-22,6620.689
2020-07-23,6620.086
2020-07-24,6283.983
2020-07-27,6298.735
2020-07-28,6359.664
2020-07-29,6530.271
2020-07-30,6511.436
2020-07-31,6579.67
2020-08-03,6739.809
2020-08-04,6697.707
2020-08-05,6772.842
2020-08-06,6770.302
2020-08-07,6688.882
2020-08-10,6725.296
2020-08-11,6600.847
2020-08-12,6528.4
2020-08-13,6552.657
2020-08-14,6623.563
2020-08-17,6744.547
2020-08-18,6789.398
2020-08-19,6666.274
2020-08-20,6593.785
2020-08-21,6643.944
2020-08-24,6688.965
2020-08-25,6652.548
2020-08-26,6525.879
2020-08-27,6578.791
2020-08-28,6691.21
2020-08-31,6668.433
2020-09-01,6710.46
2020-09-02,6717.558
2020-09-03,6662.252
2020-09-04,6618.576
2020-09-07,6478.812
2020-09-08,6525.098
2020-09-09,6349.223
2020-09-10,6235.569
2020-09-11,6311.967
2020-09-14,6351.242
2020-09-15,6387.881
2020-09-16,6353.836
2020-09-17,6367.021
2020-09-18,6469.469
2020-09-21,6445.965
2020-09-22,6358.652
2020-09-23,6392.033
2020-09-24,6244.639
2020-09-25,6236.89
2020-09-28,6178.469
2020-09-29,6228.771
2020-09-30,6192.505
2020-10-09,6357.971
2020-10-12,6541.176
2020-10-13,6551.399
2020-10-14,6508.374
2020-10-15,6460.041
2020-10-16,6428.682
2020-10-19,6358.321
2020-10-20,6423.113
2020-10-21,6350.013
2020-10-22,6317.144
2020-10-23,6213.263
2020-10-26,6214.378
2020-10-27,6221.341
2020-10-28,6245.999
2020-10-29,6255.193
2020-10-30,6111.48
2020-11-02,6143.116
2020-11-03,6241.768
2020-11-04,6234.158
2020-11-05,6351.979
2020-11-06,6301.248
2020-11-09,6421.651
2020-11-10,6373.085
2020-11-11,6294.606
2020-11-12,6315.494
2020-11-13,6306.97
2020-11-16,6387.371
2020-11-17,6336.941
2020-11-18,6341.014
2020-11-19,6360.6
2020-11-20,6422.985
2020-11-23,6472.93
2020-11-24,6475.188
2020-11-25,6350.367
2020-11-26,6334.304
2020-11-27,6351.612
2020-11-30,6320.944
2020-12-01,6426.616
2020-12-02,6434.979
2020-12-03,6440.881
2020-12-04,6464.735
2020-12-07,6424.682
2020-12-08,6423.651
2020-12-09,6307.221
2020-12-10,6320.096
2020-12-11,6209.427
2020-12-14,6259.018
2020-12-15,6265.582
2020-12-16,6235.435
2020-12-17,6308.901
2020-12-18,6291.918
2020-12-21,6398.599
2020-12-22,6250.061
2020-12-23,6307.604
2020-12-24,6205.225
2020-12-25,6278.498
2020-12-28,6244.482
2020-12-29,6199.852
2020-12-30,6269.248
2020-12-31,6367.115
2021-01-04,6482.787
2021-01-05,6539.732
2021-01-06,6528.143
2021-01-07,6538.116
2021-01-08,6557.596
2021-01-11,6455.399
2021-01-12,6543.229
2021-01-13,6496.913
2021-01-14,6439.885
2021-01-15,6417.501
2021-01-18,6514.464
2021-01-19,6476.374
2021-01-20,6535.419
2021-01-21,6622.496
2021-01-22,6637.805
2021-01-25,6645.314
2021-01-26,6532.961
2021-01-27,6557.161
2021-01-28,6414.381
2021-01-29,6346.137
2021-02-01,6393.278
2021-02-02,6454.785
2021-02-03,6399.332
2021-02-04,6328.788
2021-02-05,6239.871
2021-02-08,6323.162
2021-02-09,6457.881
2021-02-10,6525.166
2021-02-18,6614.544
2021-02-19,6703.482
2021-02-22,6657.056
2021-02-23,6631.229
2021-02-24,6536.186
2021-02-25,6499.153
2021-02-26,6364.353
2021-03-01,6488.439
2021-03-02,6433.328
2021-03-03,6524.751
2021-03-04,6401.992
2021-03-05,6403.496
